LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,CHAMBER,CHAMBER
20240529,140142,150.585,1,1,1,39.1007,-96.5632,30.22,97.3515,403.904,28.884,8.80523,1.29434,1.09268,0.999706,0,0.00180152,0.000457721,3231.7,403.904,4.88382,2,140,0.384,29.7475
20240529,143142,150.605,1,1,1,39.1007,-96.5632,30.68,97.3225,403.235,30.28,8.75898,1.29173,1.09675,0.999581,0,0.00216339,0.000371162,3883.47,403.235,2.33259,2,140,0.385,30.6475
20240529,150142,150.626,1,1,1,39.1007,-96.5632,30.56,97.288,404.005,28.3288,8.79309,1.29404,1.09489,0.999645,0,0.00196781,0.000506157,2960.6,404.005,3.54627,2,140,0.385,31.2
20240529,153142,150.647,1,1,1,39.1007,-96.5632,30.75,97.237,408.196,32.3646,8.88543,1.31468,1.09742,0.999581,0,0.00218592,0.000433403,3441.59,408.196,3.00374,2,140,0.386,31.2
20240529,160142,150.668,1,1,1,39.1007,-96.5632,30.73,97.1833,400.643,28.0558,8.63361,1.27228,1.09903,0.999568,0,0.0022026,0.000199477,6778.71,400.643,0.727991,2,140,0.385,31
20240529,163142,150.689,1,1,1,39.1007,-96.5632,27.67,97.0932,415.976,26.5179,8.80218,1.2833,1.10263,0.999458,0,0.00235934,0.000700407,2248.2,415.976,2.10652,2,140,0.385,30.3381
20240529,170142,150.71,1,1,1,39.1007,-96.5632,29.1,97.1137,412.41,25.4967,8.68671,1.27073,1.09688,0.999642,0,0.00191721,0.000611863,2489.24,412.41,2.66812,2,140,0.384,29.6
20240529,173142,150.73,1,1,1,39.1007,-96.5632,28.18,97.087,412.439,23.9509,8.25622,1.20266,1.10078,0.999554,0,0.00207929,0.000369741,3665.15,412.439,3.94432,2,140,0.384,28.8856
20240529,180142,150.751,1,1,1,39.1007,-96.5632,27.44,97.0567,411.176,24.0272,8.11647,1.1798,1.09866,0.99963,0,0.00183907,0.000467161,2936.64,411.176,3.76202,2,140,0.383,27.9193
20240529,183142,150.772,1,1,1,39.1007,-96.5632,24.49,96.9822,423.044,21.7226,7.82432,1.12444,1.10094,0.99962,0,0.00178899,0.000399059,3240.78,423.044,3.02918,2,140,0.382,26.9199
20240529,190142,150.793,1,1,1,39.1007,-96.5632,23.43,96.9565,428.604,20.6735,7.77051,1.11178,1.10396,0.999506,0,0.00195017,0.00072203,1968.4,428.604,5.353,2,140,0.381,26.053
20240529,193142,150.814,1,1,1,39.1007,-96.5632,23.02,96.9542,438.25,22.2969,7.42324,1.06244,1.10844,0.999366,0,0.00213148,0.000620962,2149.2,438.25,3.12924,2,140,0.381,25.2199
20240529,200142,150.835,1,1,1,39.1007,-96.5632,21.34,96.9167,452.467,21.313,7.374,1.04892,1.10825,0.999404,0,0.00203349,0.000668112,2022.44,452.467,5.5443,2,140,0.381,24.5862
20240529,203142,150.855,1,1,1,39.1007,-96.5632,20.6,96.9323,442.307,19.8123,7.28782,1.03217,1.10844,0.999401,0,0.00200932,0.000632482,2074.25,442.307,2.69659,2,140,0.38,23.9199
20240529,210142,150.876,1,1,1,39.1007,-96.5632,19.56,96.9137,477.6,20.1483,7.22384,1.02005,1.11142,0.999306,0,0.00212274,0.00068508,1966.55,477.6,0.334282,2,140,0.38,23.3199
20240529,213142,150.897,1,1,1,39.1007,-96.5632,18.96,96.9408,465.873,19.6684,7.12813,1.00377,1.11151,0.999315,0,0.00209442,0.000611032,2108.62,465.873,1.87136,2,140,0.38,22.8
20240529,220142,150.918,1,1,1,39.1007,-96.5632,18.74,96.9575,465.755,19.1963,7.09478,0.997611,1.1076,0.999432,0,0.00186973,0.000769752,1761.77,465.755,6.19191,2,140,0.379,22.4
20240529,223142,150.939,1,1,1,39.1007,-96.5632,18.46,96.9697,458.389,18.898,7.0596,0.991284,1.1121,0.999266,0,0.00210727,0.000813032,1677.63,458.389,8.75998,2,140,0.379,22
20240529,230142,150.96,1,1,1,39.1007,-96.5632,18.27,96.9977,464.733,18.8858,6.85721,0.961931,1.11106,0.99931,0,0.00200192,0.000672393,1895.34,464.733,2.55115,2,140,0.379,21.7
20240529,233142,150.98,1,1,1,39.1007,-96.5632,18.26,96.9997,453.7,18.6666,6.73684,0.944852,1.11069,0.999323,0,0.00194687,0.000676602,1850.17,453.7,2.29996,2,140,0.379,21.3862
